Company Name,Company Category,Date,Resolution Status,Rating (out of 10),original,Deceptive Patterns,Type
Booking,"Accommodation, Travel and Tourism",1/26/2024,Unresolved,1,Hotel uses misleading advertising and booking support did not resolve the issue,0,0
Booking,"Accommodation, Travel and Tourism",1/23/2024,Unresolved,1,Booking takes no responsibility for lodging issues on its platform,0,0
Booking,"Accommodation, Travel and Tourism",12/30/2023,Unresolved,7,Refund delayed after flight cancellations,0,0
Booking,"Accommodation, Travel and Tourism",3/1/2024,Unresolved,1,Billing issue with a reservation at Hotel Luna,0,0
Booking,"Accommodation, Travel and Tourism",2/1/2024,Resolved,10,Refund issued after booking an attraction but not using it,0,0
Booking,"Accommodation, Travel and Tourism",2/1/2024,Unresolved,1,"Booking reservation details were incorrect, no response from customer support",0,0
Booking,"Accommodation, Travel and Tourism",12/30/2023,Unresolved,1,"Incorrect room booking, booked for 5 people but only 4 beds available",1,Bait and switch
Booking,"Accommodation, Travel and Tourism",12/25/2023,Unresolved,1,Charged for cancelled bookings at the Prado Museum,0,0
Booking,"Accommodation, Travel and Tourism",12/20/2023,Unresolved,1,"Violation of GDPR, payment details were misused",0,0
Booking,"Accommodation, Travel and Tourism",12/19/2023,Unresolved,1,Fraudulent activity on Booking platform,0,0
Booking,"Accommodation, Travel and Tourism",11/12/2023,Unresolved,1,Missing invoice for hotel stay booked through Booking.com,0,0
Booking,"Accommodation, Travel and Tourism",7/12/2023,Unresolved,1,Requested a refund for booking but no resolution.,0,0
Booking,"Accommodation, Travel and Tourism",7/12/2023,Resolved,1,"Charged for booking, later refunded after emergency cancellation.",0,0
Booking,"Accommodation, Travel and Tourism",4/12/2023,Unresolved,2,"Credits were removed from account without consent, no resolution.",0,0
Booking,"Accommodation, Travel and Tourism",11/18/2023,Unresolved,1,"Reservation canceled but no refund issued, unresolved issue.",0,0
Booking,"Accommodation, Travel and Tourism",11/13/2023,Resolved,8,Reservation cancelled but resolved after communication.,0,0
Booking,"Accommodation, Travel and Tourism",1/11/2023,Resolved,3,Charged by hotel despite following cancellation policy.,1,Hidden costs
Booking,"Accommodation, Travel and Tourism",10/29/2023,Resolved,4,"Fraud via email and booking, resolution provided.",0,0
Booking,"Accommodation, Travel and Tourism",10/25/2023,Unresolved,1,No response to booking error issue.,0,0
Booking,"Accommodation, Travel and Tourism",10/24/2023,Resolved,1,"Double payment for stay, resolution achieved.",0,0
Booking,"Accommodation, Travel and Tourism",10/19/2023,Unresolved,1,"Fraud attempt via messages, no resolution.",0,0
Booking,"Accommodation, Travel and Tourism",10/18/2023,Unresolved,1,"Fraudulent request for payment validation, no resolution.",0,0
Booking,"Accommodation, Travel and Tourism",10/17/2023,Unresolved,1,"Hotel price hike after booking confirmation, no resolution.",1,Hidden costs
Booking,"Accommodation, Travel and Tourism",10/16/2023,Unresolved,1,Fraudulent reservation and messages from Booking.,0,0
Booking,"Accommodation, Travel and Tourism",4/10/2023,Unresolved,1,"Payment issue, no resolution after booking was confirmed.",0,0
Booking,"Accommodation, Travel and Tourism",2/10/2023,Unresolved,1,"Reservation cancelled, no refund given.",0,0
Booking,"Accommodation, Travel and Tourism",9/30/2023,Unresolved,1,Fraud attempt with card validation request.,0,0
Booking,"Accommodation, Travel and Tourism",9/29/2023,Unresolved,1,"Fraudulent car rental booking attempt, no resolution.",0,0
Booking,"Accommodation, Travel and Tourism",9/27/2023,Unresolved,1,"Fraud via Booking chat, no resolution.",0,0
Booking,"Accommodation, Travel and Tourism",9/25/2023,Resolved,10,"Fraud via Booking messages, resolved after validation.",0,0
Booking,"Accommodation, Travel and Tourism",9/25/2023,Unresolved,1,No resolution for booking issue with flight reservations.,0,0
Booking,"Accommodation, Travel and Tourism",9/23/2023,Unresolved,5,"Difficulty finding help, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",9/20/2023,Unresolved,9,"Fraud and delayed refund, unresolved after cancellation.",0,0
Booking,"Accommodation, Travel and Tourism",9/16/2023,Unresolved,1,Price match issue unresolved after booking.,0,0
Booking,"Accommodation, Travel and Tourism",5/9/2023,Unresolved,1,"Cancelled accommodation, payment still processed, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",4/9/2023,Resolved,9,"Fraud via Booking messages, resolved after communication.",0,0
Booking,"Accommodation, Travel and Tourism",2/9/2023,Unresolved,4,"Reservation cancelled without explanation, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",8/22/2023,Unresolved,1,"Fraudulent booking issue, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",8/22/2023,Unresolved,10,"Hygiene issue in accommodation, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",8/20/2023,Unresolved,1,"Accommodation provided was not as expected, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",8/19/2023,Resolved,1,"Reimbursement issue with Ryanair flight, resolved.",0,0
Booking,"Accommodation, Travel and Tourism",8/18/2023,Unresolved,1,"Difficulty in issuing invoice for flight purchase, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",8/13/2023,Resolved,7,"Issue with refund for a booking, resolved.",0,0
Booking,"Accommodation, Travel and Tourism",12/8/2023,Unresolved,3,"Reservation cancelled without explanation, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",10/8/2023,Unresolved,1,"Refund issue for reservation #3673754685, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",9/8/2023,Unresolved,1,"Refused refund for an incorrect charge, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",8/8/2023,Unresolved,1,"Payment issue at Pousada Juventude Oeiras, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",8/8/2023,Unresolved,1,"Cancellation of reservation without refund, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",7/8/2023,Unresolved,6,"Payment issue for July bookings, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",7/26/2023,Unresolved,4,"Refund issue, not yet processed, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",7/22/2023,Resolved,10,"Unauthorized debit, resolved.",0,0
Booking,"Accommodation, Travel and Tourism",7/21/2023,Unresolved,1,"Issue with invoice issuance, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",7/19/2023,Unresolved,1,"Invoice not issued, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",7/14/2023,Unresolved,1,"Invoice issue after booking, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",7/14/2023,Resolved,9,"Lack of customer support for flight booking, resolved.",0,0
Booking,"Accommodation, Travel and Tourism",12/7/2023,Unresolved,1,"Reservation cancelled due to invalid credit card, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",12/7/2023,Resolved,2,"Flight booking issue, resolved.",0,0
Booking,"Accommodation, Travel and Tourism",11/7/2023,Unresolved,1,"Issue with accommodation at Quinta da Efigénia, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",10/7/2023,Unresolved,1,"Description mismatch for AL at Memórias de Setúbal, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",10/7/2023,Unresolved,1,"Same issue as above with Memórias de Setúbal, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",9/7/2023,Unresolved,1,"Fraudulent booking issue for Portsmouth accommodation, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",8/7/2023,Unresolved,1,"Poor conditions at Sintra Center Guest House, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",4/7/2023,Unresolved,1,"Overbooking issue with reservation #3668014279, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",3/7/2023,Unresolved,1,"Issue with mobility subsidy request, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",6/30/2023,Unresolved,1,"Confirmation issue with reservation #2896313812, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",6/30/2023,Resolved,9,"Flight cancellation and refund issue, resolved.",0,0
Booking,"Accommodation, Travel and Tourism",6/28/2023,Unresolved,1,"Failure to issue legal invoice for service, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",6/28/2023,Unresolved,1,"Reservation cancelled due to system error, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",6/27/2023,Unresolved,1,"Reward campaign issue ""recompensa desbloqueada"", unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",6/27/2023,Resolved,10,"Refund issue with ""Casa dos Pingos de Mel"", resolved.",0,0
Booking,"Accommodation, Travel and Tourism",6/20/2023,Unresolved,1,"Duplicate fraudulent charge issue, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",6/17/2023,Unresolved,1,"Car rental refund issue, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",6/17/2023,Resolved,2,"Credit card fraud issue, resolved.",0,0
Booking,"Accommodation, Travel and Tourism",6/13/2023,Unresolved,1,"Issue with receiving payment and non-refund, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",10/6/2023,Unresolved,1,"Refund issue for reservation at Quinta das Varandas by Umbral, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",6/6/2023,Unresolved,6,"Car rental issue, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",4/6/2023,Unresolved,1,"Customer service issue related to booking with taxi voucher, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",3/6/2023,Unresolved,1,"Refund issue for a flight booking to Ibiza, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",2/6/2023,Unresolved,1,"Flight cancellation issue with no refund, unresolved.",0,0
Booking,"Accommodation, Travel and Tourism",2/6/2023,Resolved,1,"Booking allowed fraud through their app, particularly via partners. A reservation was made with a partner that led to issues.",0,0
Booking,"Accommodation, Travel and Tourism",5/16/2023,Resolved,8,"Made a reservation in April 2023, cancelled immediately, but the refund has not been processed yet.",0,0
Booking,"Accommodation, Travel and Tourism",7/5/2023,Unresolved,1,"Booking duplicated a charge for a reservation at a hotel in Taroudant, Morocco.",0,0
Booking,"Accommodation, Travel and Tourism",7/5/2023,Unresolved,1,"Car rental reservation accepted only debit card, but car pickup required credit card. This caused inconvenience and financial loss.",0,0
Booking,"Accommodation, Travel and Tourism",4/5/2023,Unresolved,1,"Hotel reservation in Rome was cancelled by the hotel, causing a serious issue for the user.",0,0
Booking,"Accommodation, Travel and Tourism",2/5/2023,Unresolved,5,Request for a refund due to a cancelled reservation.,0,0
Booking,"Accommodation, Travel and Tourism",4/18/2023,Unresolved,1,Booking claims 20% indemnity for a fraud-related issue after booking two rooms at a hotel in Porto.,0,0
Booking,"Accommodation, Travel and Tourism",4/18/2023,Unresolved,1,Flight cancellation issue with no alternative offered.,0,0
Booking,"Accommodation, Travel and Tourism",4/16/2023,Unresolved,3,Theft occurred after hotel and car booking.,0,0
Booking,"Accommodation, Travel and Tourism",4/14/2023,Unresolved,1,"Reservation paid, but upon arrival, the hotel denied entry.",0,0
Booking,"Accommodation, Travel and Tourism",11/4/2023,Unresolved,1,Booking's delay notification for check-in was not addressed and led to an issue.,0,0
Booking,"Accommodation, Travel and Tourism",10/4/2023,Unresolved,9,Refund issue for an incorrectly dated reservation.,0,0
Booking,"Accommodation, Travel and Tourism",10/4/2023,Unresolved,1,"Mistaken cancellation of a reservation, with no immediate resolution.",0,0
Booking,"Accommodation, Travel and Tourism",10/4/2023,Unresolved,8,Unjustified payment charge after reservation with no customer support response.,0,0
Booking,"Accommodation, Travel and Tourism",6/4/2023,Unresolved,1,Issue with a reservation in Lisbon based on misleading photos and descriptions.,1,Bait and switch
Booking,"Accommodation, Travel and Tourism",3/28/2023,Unresolved,1,Refund issue for a non-confirmed trip.,0,0
Booking,"Accommodation, Travel and Tourism",3/19/2023,Unresolved,6,Dispute over payment for a cancelled hotel reservation.,0,0
Booking,"Accommodation, Travel and Tourism",3/3/2023,Unresolved,1,Fraudulent apartment booking for a trip to Lisbon.,0,0
Booking,"Accommodation, Travel and Tourism",2/27/2023,Unresolved,6,Dispute over a promotional offer with no compensation.,1,Bait and switch
Booking,"Accommodation, Travel and Tourism",2/26/2023,Unresolved,1,Misleading advertisement for a reservation with a discount offer that was not honored.,1,Bait and switch
Booking,"Accommodation, Travel and Tourism",2/23/2023,Unresolved,8,"Booking reservation for an apartment in Rome, with no significant issues reported.",0,0
Booking,"Accommodation, Travel and Tourism",2/16/2023,Unresolved,1,Wrong reservation at a guesthouse in Lisbon leading to issues at check-in.,0,0
Booking,"Accommodation, Travel and Tourism",2/15/2023,Unresolved,8,Complaint about reward issues and delayed assistance during a reservation.,0,0
Booking,"Accommodation, Travel and Tourism",7/2/2023,Unresolved,1,"Complaint about a booking at the Guest House Alvalade, with a room change without notice.",0,0
Booking,"Accommodation, Travel and Tourism",7/2/2023,Unresolved,5,"Confusion regarding a reservation through Agoda, a partner company of Booking.",0,0
Booking,"Accommodation, Travel and Tourism",1/2/2023,Resolved,9,Difficulty with price match policy not being validated as advertised by Booking.,1,Sneaking
Booking,"Accommodation, Travel and Tourism",1/29/2023,Unresolved,1,Overcharge issue after a flight booking.,0,0
Booking,"Accommodation, Travel and Tourism",1/27/2023,Unresolved,1,"Unresolved issue with a booking at Hotel Bombolo Wien, where the hotel was closed, causing financial loss.",0,0
Booking,"Accommodation, Travel and Tourism",1/19/2023,Unresolved,1,"A reservation was made for a hotel in Cabo Verde, but no refund was processed after an issue.",0,0
Booking,"Accommodation, Travel and Tourism",1/19/2023,Unresolved,10,"Reservation made in January 2023, but no refund was issued after the cancellation of the reservation.",0,0
Booking,"Accommodation, Travel and Tourism",10/1/2023,Resolved,1,Issue with ticket cancellation and refund not processed for Emirates flight.,0,0
Booking,"Accommodation, Travel and Tourism",12/29/2022,Unresolved,1,Fraudulent booking made with no proper resolution offered.,0,0
Booking,"Accommodation, Travel and Tourism",12/26/2022,Resolved,1,"Reservation made with payment, but no resolution on refund was provided.",0,0
Booking,"Accommodation, Travel and Tourism",12/21/2022,Unresolved,1,Reservation cancelled with no alternative offered.,0,0
Booking,"Accommodation, Travel and Tourism",12/21/2022,Resolved,4,Booking caused disruption in flight reservation and did not handle rebooking correctly.,0,0
Booking,"Accommodation, Travel and Tourism",12/13/2022,Unresolved,3,Flight cancellation issue where no compensation or solution was provided.,0,0
Booking,"Accommodation, Travel and Tourism",12/12/2022,Unresolved,1,Difficulty registering a property on Booking portal and receiving no customer support.,0,0
Booking,"Accommodation, Travel and Tourism",9/12/2022,Unresolved,1,No customer support after a fraudulent reservation made through Booking for an apartment in Madrid.,0,0
Booking,"Accommodation, Travel and Tourism",5/12/2022,Unresolved,1,"Mobile phone was stolen during stay in a hotel booked via Booking, but no support was offered.",0,0
Booking,"Accommodation, Travel and Tourism",5/12/2022,Resolved,1,"Payment error processed incorrectly for a reservation, resulting in unnecessary charges.",0,0
Booking,"Accommodation, Travel and Tourism",11/25/2022,Unresolved,1,Poor service experienced at a hostel after a guest failed to check in due to unforeseen circumstances.,0,0
Booking,"Accommodation, Travel and Tourism",11/22/2022,Unresolved,1,"Misleading promotion about a 10% discount on future stays, which was not honored.",1,Bait and switch
Booking,"Accommodation, Travel and Tourism",11/17/2022,Unresolved,1,No refund processed due to COVID-19-related cancellation at a hotel.,0,0
Booking,"Accommodation, Travel and Tourism",11/14/2022,Unresolved,1,Difficulty obtaining a proper invoice for a reservation made on Booking.,0,0
Booking,"Accommodation, Travel and Tourism",11/14/2022,Unresolved,1,Invoice not sent after a reservation made on Booking.,0,0
Booking,"Accommodation, Travel and Tourism",11/14/2022,Unresolved,1,"Security deposit was not returned after a reservation at a property, with personal belongings missing.",0,0
Airbnb,"Accommodation, Travel and Tourism",10/31/2024,Resolved,1,Customer has been waiting for an invoice replacement for over a month.,0,0
Airbnb,"Accommodation, Travel and Tourism",4/10/2024,Resolved,10,Customer was not refunded for a cancelled reservation despite filling dates quickly.,0,0
Airbnb,"Accommodation, Travel and Tourism",9/26/2024,Resolved,3,Customer found listing overlap on the map and was advised to change location.,0,0
Airbnb,"Accommodation, Travel and Tourism",9/16/2024,Resolved,9,Customer was charged extra due to booking an unrefundable reservation.,0,0
Airbnb,"Accommodation, Travel and Tourism",2/9/2024,Resolved,9,Customer was scammed with a reservation for Cannes.,0,0
Airbnb,"Accommodation, Travel and Tourism",8/26/2024,Resolved,7,Host reported a theft of nearly 400€ by Airbnb without reason.,0,0
Airbnb,"Accommodation, Travel and Tourism",8/26/2024,Resolved,7,Customer lost over 700€ due to a booking issue with Airbnb.,0,0
Airbnb,"Accommodation, Travel and Tourism",8/22/2024,Resolved,7,Customer was unfairly charged for damages after a stay.,0,0
Airbnb,"Accommodation, Travel and Tourism",8/20/2024,Resolved,7,Airbnb provided incorrect information during the booking process.,0,0
Airbnb,"Accommodation, Travel and Tourism",1/8/2024,Resolved,2,"Customer struggled with adding tax details for billing, despite contacting support.",0,0
Airbnb,"Accommodation, Travel and Tourism",7/29/2024,Resolved,10,Customer was frustrated about a deposit return during a Paris Airbnb stay.,0,0
Airbnb,"Accommodation, Travel and Tourism",7/25/2024,Resolved,10,Customer could not get a refund due to illness during a Miami stay.,0,0
Airbnb,"Accommodation, Travel and Tourism",7/21/2024,Resolved,6,Customer faced cancellation issues with a Palermo apartment reservation.,0,0
Airbnb,"Accommodation, Travel and Tourism",6/10/2024,Resolved,6,"Reservation canceled one week before the stay in high season, despite being booked three months in advance.",0,0
Airbnb,"Accommodation, Travel and Tourism",5/7/2024,Resolved,5,"Misleading instructions for key pickup, resulting in additional travel and inconvenience.",1,Bait and switch
Airbnb,"Accommodation, Travel and Tourism",4/12/2024,Resolved,1,"Encountered false accusations from a host, unfair removal of a review, and lack of response from Airbnb.",0,0
Airbnb,"Accommodation, Travel and Tourism",3/13/2024,Unresolved,1,"Account was blocked without explanation, making it impossible to contact customer support.",0,0
Airbnb,"Accommodation, Travel and Tourism",12/7/2023,Resolved,4,"Host requested an off-platform deposit, violating Airbnb's policies, with slow resolution.",0,0
Airbnb,"Accommodation, Travel and Tourism",10/13/2023,Resolved,10,"Property's location differed from the listing, with no refund issued despite the error.",0,0
Airbnb,"Accommodation, Travel and Tourism",9/13/2023,Unresolved,1,"Platform charged below the configured rate, with no resolution provided.",0,0
Airbnb,"Accommodation, Travel and Tourism",9/7/2023,Unresolved,2,"Blocked from booking due to ""party protection,"" despite legitimate usage.",0,0
Airbnb,"Accommodation, Travel and Tourism",9/6/2023,Unresolved,1,"Host was unresponsive during the booking period, causing significant inconvenience.",0,0
Airbnb,"Accommodation, Travel and Tourism",9/4/2023,Resolved,4,"Reservation canceled close to the stay date, affecting an affordable booking made months earlier.",0,0
Airbnb,"Accommodation, Travel and Tourism",7/21/2023,Resolved,8,Fraud involving credit card used to book accommodation in São Paulo for €2041.,0,0
Airbnb,"Accommodation, Travel and Tourism",7/20/2023,Resolved,7,"Booked accommodation with air conditioning and parking, but both were unavailable on arrival.",0,0
Airbnb,"Accommodation, Travel and Tourism",7/14/2023,Resolved,4,Paid €99.76 for a 6-day reservation but faced issues with the booking.,0,0
Airbnb,"Accommodation, Travel and Tourism",7/9/2023,Resolved,7,Issues with multiple listings under a company account.,0,0
Airbnb,"Accommodation, Travel and Tourism",7/7/2023,Resolved,1,Faced cancellation of a reservation booked in February for a summer vacation.,0,0
Airbnb,"Accommodation, Travel and Tourism",6/21/2023,Unresolved,1,"Calendar was blocked, and payment for reservations was not received.",0,0
Airbnb,"Accommodation, Travel and Tourism",6/14/2023,Unresolved,1,"Booked a central Dublin apartment, but the actual location was far from the city center.",0,0
Airbnb,"Accommodation, Travel and Tourism",5/31/2023,Unresolved,3,Apartment in Lisbon was unhygienic and involved unprofessional handling of a late check-in.,0,0
Airbnb,"Accommodation, Travel and Tourism",5/17/2023,Unresolved,1,Requested a refund for a canceled two-night stay in Milan.,0,0
Airbnb,"Accommodation, Travel and Tourism",5/2/2023,Resolved,1,Charged €153 and requested ID copies for a reservation that was not available.,1,Bait and switch
Airbnb,"Accommodation, Travel and Tourism",4/29/2023,Resolved,7,Encountered system error while attempting to book a room; payments failed multiple times.,1,Not Deceptive
Airbnb,"Accommodation, Travel and Tourism",4/20/2023,Resolved,2,Forced to submit photo ID for verification despite being a long-time platform user.,0,0
Airbnb,"Accommodation, Travel and Tourism",4/17/2023,Unresolved,1,Experienced delays exceeding 9 weeks for experience approval process.,0,0
Airbnb,"Accommodation, Travel and Tourism",4/4/2023,Unresolved,1,Complained about the illegal requirement of submitting high-resolution ID card copies for bookings.,0,0
Airbnb,"Accommodation, Travel and Tourism",3/24/2023,Unresolved,1,Penalized due to a synchronization error on Airbnb's calendar system.,0,0
Airbnb,"Accommodation, Travel and Tourism",3/23/2023,Resolved,8,Resolved issues related to refund and compensation for a stay in Belo Horizonte.,0,0
Airbnb,"Accommodation, Travel and Tourism",3/22/2023,Resolved,7,Received compensation and refund for an issue with a Belo Horizonte apartment.,0,0
Airbnb,"Accommodation, Travel and Tourism",3/19/2023,Unresolved,10,Complained about disruptive Airbnb guests with improper conduct in a Lisbon apartment.,0,0
Airbnb,"Accommodation, Travel and Tourism",3/6/2023,Unresolved,2,Did not issue an invoice with tax identification after a September 2022 reservation.,0,0
Airbnb,"Accommodation, Travel and Tourism",2/3/2023,Unresolved,5,"Refunds to guests were arbitrarily issued, causing disputes for the host.",0,0
Airbnb,"Accommodation, Travel and Tourism",1/30/2023,Unresolved,4,"Payments for two unfulfilled stays were not made, despite the listings being live on the platform.",0,0
Airbnb,"Accommodation, Travel and Tourism",1/28/2023,Unresolved,3,"Attempted to delete account and data, but Airbnb did not comply with the request.",0,0
Airbnb,"Accommodation, Travel and Tourism",1/3/2023,Resolved,1,Host canceled a reservation one day before travel; a voucher was provided but was insufficient for the impact.,0,0
Airbnb,"Accommodation, Travel and Tourism",12/26/2022,Unresolved,1,"Faced issues with payment processing, leading to a disrupted booking experience.",0,0
Airbnb,"Accommodation, Travel and Tourism",11/23/2022,Unresolved,1,Airbnb refused to issue an invoice with tax identification after multiple follow-ups.,0,0
Airbnb,"Accommodation, Travel and Tourism",11/16/2022,Resolved,7,Struggled to receive invoices for multiple bookings; resolution achieved after extensive communication.,0,0
Airbnb,"Accommodation, Travel and Tourism",11/7/2022,Unresolved,3,Waited for an invoice with tax identification for over a month without success.,0,0
Airbnb,"Accommodation, Travel and Tourism",9/2/2022,Unresolved,1,"Booked a poorly maintained property in Malta, which lacked promised amenities and hygiene.",1,Bait and switch
Airbnb,"Accommodation, Travel and Tourism",8/22/2022,Resolved,1,Received a receipt without fiscal data for a stay; issue was escalated to Airbnb for resolution.,0,0
Airbnb,"Accommodation, Travel and Tourism",8/20/2022,Unresolved,3,Hosts reported multiple missing payments for stays booked via the platform.,0,0
Airbnb,"Accommodation, Travel and Tourism",8/3/2022,Resolved,5,Incorrect charge of 48.12€ was made; eventually refunded by Airbnb.,0,0
Airbnb,"Accommodation, Travel and Tourism",7/28/2022,Resolved,6,Experienced delays in payments for multiple stays but was eventually compensated after lengthy follow-ups.,0,0
Airbnb,"Accommodation, Travel and Tourism",7/21/2022,Resolved,7,Reported payment delays as a host; the issue was resolved but negatively impacted trust in the platform.,0,0
Airbnb,"Accommodation, Travel and Tourism",7/10/2022,Resolved,2,Faced issues with a reservation payment split and could not make alterations as expected.,0,0
Airbnb,"Accommodation, Travel and Tourism",7/1/2022,Resolved,10,Successfully resolved an issue with a reservation cancellation for an apartment in Croatia.,0,0
Airbnb,"Accommodation, Travel and Tourism",6/27/2022,Unresolved,1,Reported unauthorized use of her email to create a fake Airbnb account; customer support unhelpful.,0,0
Airbnb,"Accommodation, Travel and Tourism",6/7/2022,Unresolved,1,Did not receive a refund for a canceled reservation despite repeated follow-ups.,0,0
Airbnb,"Accommodation, Travel and Tourism",5/30/2022,Unresolved,1,Host canceled a reservation due to date discrepancies; Airbnb did not provide a resolution.,0,0
Airbnb,"Accommodation, Travel and Tourism",5/30/2022,Resolved,1,Received a refund after an issue with a canceled booking due to unavailable dates.,0,0
Airbnb,"Accommodation, Travel and Tourism",5/9/2022,Unresolved,1,Reached out to Airbnb chat for help verifying a rental's authenticity but received no satisfactory response.,0,0
Airbnb,"Accommodation, Travel and Tourism",4/27/2022,Unresolved,2,"Had a reservation canceled for a countryside house, claiming Airbnb's process was unclear.",0,0
Airbnb,"Accommodation, Travel and Tourism",4/13/2022,Unresolved,1,"Paid for a reservation but did not receive any communication from the host, creating frustration.",0,0
Airbnb,"Accommodation, Travel and Tourism",4/11/2022,Resolved,9,Experienced a delay in receiving a refund for a canceled booking but was eventually resolved.,0,0
Airbnb,"Accommodation, Travel and Tourism",4/8/2022,Resolved,8,"Canceled a booking due to unexpected costs after pre-paying for a stay, received resolution after some time.",0,0
Airbnb,"Accommodation, Travel and Tourism",2/10/2022,Unresolved,5,Canceled a trip due to COVID-19 and did not receive a satisfactory refund process for the apartment booking.,0,0
Airbnb,"Accommodation, Travel and Tourism",1/21/2022,Resolved,9,Successfully addressed an issue regarding an overcharged fee for a declined pre-booking request.,0,0
Airbnb,"Accommodation, Travel and Tourism",1/6/2022,Resolved,6,Canceled a 6-month reservation and encountered initial challenges with a refund but was ultimately resolved.,0,0
Airbnb,"Accommodation, Travel and Tourism",12/30/2021,Resolved,1,"Disputed Airbnb's cancellation fees, calling them abusive, and eventually resolved the issue.",0,0
Airbnb,"Accommodation, Travel and Tourism",12/17/2021,Unresolved,4,Struggled with obtaining proper invoicing for business purposes and received little help from customer support.,0,0
Airbnb,"Accommodation, Travel and Tourism",12/5/2021,Unresolved,1,"Airbnb failed to provide an invoice for a stay, causing inconvenience with tax compliance.",0,0
Airbnb,"Accommodation, Travel and Tourism",10/11/2021,Resolved,6,"Dispute regarding a non-refundable reservation cancellation. Initially disallowed, later resolved after contact.",0,0
Airbnb,"Accommodation, Travel and Tourism",10/9/2021,Unresolved,1,Reservation canceled by the host due to planned renovations. Guest left without accommodations.,0,0
Airbnb,"Accommodation, Travel and Tourism",9/29/2021,Unresolved,1,Airbnb closed a case involving a disputed invoice amount without providing assistance.,0,0
Airbnb,"Accommodation, Travel and Tourism",9/11/2021,Resolved,3,Complaint of fraud after staying in a poorly reviewed neighborhood. Considered resolved without allowing a counterargument.,0,0
Airbnb,"Accommodation, Travel and Tourism",9/9/2021,Unresolved,1,"Owner refused to issue an invoice for payment, and Airbnb did not assist in obtaining it.",0,0
Airbnb,"Accommodation, Travel and Tourism",8/29/2021,Unresolved,1,Host canceled a reservation without explanation after acceptance. Airbnb did not intervene effectively.,0,0
Airbnb,"Accommodation, Travel and Tourism",8/28/2021,Resolved,1,Fraudulent listing in Alicante led to unsafe living conditions. Airbnb considered the case resolved prematurely.,0,0
Airbnb,"Accommodation, Travel and Tourism",8/23/2021,Unresolved,2,"Booked a property that was unsanitary, poorly isolated, and infested with pests. Serious health risks involved.",0,0
Airbnb,"Accommodation, Travel and Tourism",8/7/2021,Unresolved,5,"Host canceled a critical reservation, disrupting travel plans. Airbnb provided insufficient support.",0,0
Airbnb,"Accommodation, Travel and Tourism",8/4/2021,Resolved,5,"Airbnb failed to issue an invoice with a taxpayer number, citing technical restrictions.",0,0
Airbnb,"Accommodation, Travel and Tourism",7/31/2021,Unresolved,1,Made a reservation without an option to enter billing details for invoices. Airbnb did not resolve the issue.,0,0
Airbnb,"Accommodation, Travel and Tourism",7/29/2021,Unresolved,1,Attempted to rent a property that turned out to be a scam. Poor communication and no resolution provided.,0,0
Airbnb,"Accommodation, Travel and Tourism",7/24/2021,Unresolved,1,"Entered a property with no support provided, faced issues with check-in and general management.",0,0
Airbnb,"Accommodation, Travel and Tourism",6/2/2021,Resolved,4,Experienced the removal of a popular listing without adequate explanation from Airbnb.,0,0
Airbnb,"Accommodation, Travel and Tourism",4/29/2021,Unresolved,1,Account suspension without justification and poor customer support handling.,0,0
Airbnb,"Accommodation, Travel and Tourism",3/25/2021,Resolved,1,Service fees retained unjustly during a canceled trip due to COVID-19.,0,0
